year,street_number,street_number_normal,street,location,building_name,interior_number,occupant_name,occupant_type,category,notes,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,141-144,Liberty Savings & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,148-50,Milleck M A Inc,curtains,RETAIL | Home Furnishings,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,152-56,Kaase Richd W Co (br),bakers,FOOD SERVICES AND DRINKING PLACES | Bakery,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,27-29,Downtown Elec Co,refrigerators,RETAIL | Appliances,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,32-34,"Clover Coffee Shops, Inc (br)",,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,33-35,Douglas W L Shoe Co (br),,RETAIL | Shoes,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,43-45,Schirmer G Music Co,sheet music,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,entrance/lobby,Sharp & Smith,surgical instruments,MANUFACTURER | Medical Supplies and Equipment,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,entrance/lobby,Nicholas Frank,florist,RETAIL | Florist,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,406,406,Euclid Avenue,"406 Euclid Avenue, Cleveland, Ohio",Four Hundred Euclid Building,,,,BUILDING DETAIL | Lobby Address,,41.499642,-81.690299,1,range_interpolation,406,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,410,410,Euclid Avenue,"410 Euclid Avenue, Cleveland, Ohio",,,Cole Shoe Store,,RETAIL | Shoes,,41.499647,-81.690271,1,range_interpolation,410,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,415,415,Euclid Avenue,"415 Euclid Avenue, Cleveland, Ohio",,,Jacobson-Aronoff Inc,,RETAIL | Men's Clothing,,41.49999,-81.69005,1,range_interpolation,415,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,418,418,Euclid Avenue,"418 Euclid Avenue, Cleveland, Ohio",,,Three Sisters Inc,women's furngs,RETAIL | Women's Clothing,,41.499657,-81.690216,1,range_interpolation,418,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,422,422,Euclid Avenue,"422 Euclid Avenue, Cleveland, Ohio",,,vacant,,VACANT,,41.499661,-81.690188,1,range_interpolation,422,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,424,424,Euclid Avenue,"424 Euclid Avenue, Cleveland, Ohio",Nottingham Building,,,,BUILDING DETAIL | Lobby Address,,41.499664,-81.690174,1,range_interpolation,424,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,425,425,Euclid Avenue,"425 Euclid Avenue, Cleveland, Ohio",,,Pirchner Herman,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499998,-81.690003,1,range_interpolation,425,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,508,508,Euclid Avenue,"508 Euclid Avenue, Cleveland, Ohio",,,McAn Thom,shoes,RETAIL | Shoes,,41.499764,-81.689592,1,range_interpolation,508,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,3d/4th/5th floors,vacant,,VACANT,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,lobby,Wheatman Bernard,news dir,RETAIL | Newsstands,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 10,Buchtel Chas W,men's furngs,RETAIL | Men's Clothing,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 11,Carlin Sisters' Shop,hemstitching,SERVICE | Clothing Cleaning and Repair,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 12,Albrechts Flowers Inc,,RETAIL | Florist,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 13-15,Excelsior Stamp Works Co,,"RETAIL | Home, Office, or School Supplies",,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 14-16,Gluntz Chas A,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 17-19,Dikran Kapelain M,chiropodist,PROFESSIONAL | Medical,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 17-19,Maison-DeLuxe Co,beauty shop,SERVICE | Barber and Beauty,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 18,vacant,,VACANT,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 2,McAn Thom shoes,(side entrance),BUILDING DETAIL | Additional Entrance,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 20,Alliance Jewelry Co,,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 201-02,Leader Products Co,typewriter supplies,"RETAIL | Home, Office, or School Supplies",Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 201-02,Business Print,printers,SERVICE | Printing,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 203-06,vacant,,VACANT,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 208,Pitney Jas M,acct,PROFESSIONAL | Other,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 209,Kruse Karl H,msngr service,SERVICE | Parcel and Postal,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 21-23,vacant,,VACANT,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 210,vacant,,VACANT,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 211,vacant,,VACANT,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 22,Pappas Louis,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 24,McCrory J G Co (side entrance),,BUILDING DETAIL | Additional Entrance,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 25-31,Good Housekeeping Shop,washing machines,RETAIL | Appliances,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 26,Arcade Watch Co,jwlrs,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 28,Post Office (Sub sta No 126),,SERVICE | Parcel and Postal,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 30,,,BUILDING DETAIL | Lobby Address,Euclid Arcade Annex,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 32,Hill Mamie Mrs,barber,SERVICE | Barber and Beauty,Euclid Arcade continued,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 33,Zabner Israel P,jwlr,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 34,Spiss Danl T,shoe repair,SERVICE | Shoe Repair,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 35,Weisman Morris,jwlr,RETAIL | Jewelry,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 36-44,Bomonti Fredk W,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 37-39,Goldman Pen Co,,"RETAIL | Home, Office, or School Supplies",,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 41-43,Rathbun Frank W,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 46-48,Gt A & P Tea Co (side entrance),,BUILDING DETAIL | Additional Entrance,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 47,Bessai John,pipes,RETAIL | Tobacconist,Bessai Pipe Clinic -- specialized in sales and repairs of tobacco pipes,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room 5-9,Kraus Clara L Mrs,Novelties,RETAIL | Gifts and Novelties,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Room33,Zabner Irving,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,510,510,Euclid Avenue,"510 Euclid Avenue, Cleveland, Ohio",Euclid Arcade,Rooms 1-3,Wallace-Seigel Co,Women's Shoes,RETAIL | Shoes,,41.499766,-81.689579,1,range_interpolation,510,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1937,512,512,Euclid Avenue,"512 Euclid Avenue, Cleveland, Ohio",,,vacant,,VACANT,,41.499769,-81.689565,1,range_interpolation,512,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,515,515,Euclid Avenue,"515 Euclid Avenue, Cleveland, Ohio",,,Cle Savings & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.500065,-81.689585,1,rooftop,515,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,517,517,Euclid Avenue,"517 Euclid Avenue, Cleveland, Ohio",,,Slavin Nathan ,tailor,SERVICE | Clothing Cleaning and Repair,,41.500071,-81.689579,1,range_interpolation,517,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,519,519,Euclid Avenue,"519 Euclid Avenue, Cleveland, Ohio",,,Muller Maud Candy Co (br),,RETAIL | Confectioner,,41.500072,-81.689569,1,range_interpolation,519,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,523,523,Euclid Avenue,"523 Euclid Avenue, Cleveland, Ohio",,,Gollmar Fred G Cigar Co (br),,RETAIL | Tobacconist,,41.500076,-81.689256,1,range_interpolation,523,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,lobby,Demas John florist,,RETAIL | Florist,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 1-3,Lanigan Wm A,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 11,Gager Chas A,optician,PROFESSIONAL | Optometry and Ophthalmology,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 15,Zupnick H Co,travel bureau,SERVICE | Travel,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 15 1/2,Thomas J F,cigars,RETAIL | Tobacconist,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 17,Hine Roy G,shoes,RETAIL | Shoes,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 18,Brown Stuart U,jwlr,RETAIL | Jewelry,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 19,Am Rubber Stamp Co (br),,"RETAIL | Home, Office, or School Supplies",,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 19,Typewriter Exchange,,"RETAIL | Home, Office, or School Supplies",,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 20,Warren Gladyse Mrs,novelties,RETAIL | Gifts and Novelties,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 21,Garner Vyvian,corsets,RETAIL | Women's Accessories,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 22,Women's Federal Sav & Loan Assn of Clev,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 22,Women's Savgs & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 23,Coffield Electric Co,washing machines and ironers,RETAIL | Appliances,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 24,Colonial Permanent Wave Shop,,SERVICE | Barber and Beauty,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 25,vacant,,VACANT,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 26,Pfeil Wm J,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 27-29,Women's Sample Shoe Co,,RETAIL | Shoes,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1937,530,530,Euclid Avenue,"530 Euclid Avenue, Cleveland, Ohio",Colonial Arcade,Room 28,vacant,,VACANT,,41.499688,-81.6895,1,rooftop,530,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
